Deltat;T;DeltaT;pinj;pdet
0.05;49.2;-1.353;253.28055;230.18734
0.04;49.2;-1.23;253.28055;230.18734
0.05;49.2;-1.107;253.28055;230.18734
0.04;49.2;-1.23;253.28055;230.18734
0.05;49.077;-1.107;253.27161;230.20582
0.05;48.954;-1.23;253.26267;230.2243
0.04;49.2;-1.476;253.28055;230.18734
0.05;49.077;-1.107;253.27161;230.20582
0.05;49.077;-1.476;253.27161;230.20582
0.04;49.2;-1.599;253.28055;230.18734
0.04;49.2;-1.476;253.28055;230.18734
0.05;49.2;-1.476;253.28055;230.18734
0.05;49.323;-1.599;253.28948;230.16887
0.04;49.323;-1.476;253.28948;230.16887
0.05;49.323;-1.599;253.28948;230.16887
0.05;49.323;-1.353;253.28948;230.16887
0.04;49.569;-1.599;253.30732;230.13196
0.05;49.569;-1.968;253.30732;230.13196
0.04;49.323;-1.722;253.28948;230.16887
0.05;49.323;-1.599;253.28948;230.16887
0.05;49.2;-1.476;253.28055;230.18734
0.04;49.323;-1.599;253.28948;230.16887
0.05;49.323;-1.722;253.28948;230.16887
0.04;49.323;-1.722;253.28948;230.16887
0.05;49.323;-2.091;253.28948;230.16887
0.04;49.077;-1.845;253.27161;230.20582
0.05;49.077;-1.845;253.27161;230.20582
0.05;48.954;-1.599;253.26267;230.2243
0.04;48.954;-1.599;253.26267;230.2243
0.05;49.077;-1.722;253.27161;230.20582
0.04;49.2;-1.476;253.28055;230.18734
0.05;49.323;-1.353;253.28948;230.16887
0.05;49.323;-1.23;253.28948;230.16887
0.04;49.323;-1.353;253.28948;230.16887
0.05;49.2;-1.107;253.28055;230.18734
0.05;49.2;-1.353;253.28055;230.18734
0.04;49.323;-1.599;253.28948;230.16887
0.05;49.323;-1.599;253.28948;230.16887
0.05;49.323;-1.722;253.28948;230.16887
0.04;49.323;-1.968;253.28948;230.16887
0.04;49.2;-1.845;253.28055;230.18734
0.05;49.2;-1.476;253.28055;230.18734
0.05;49.2;-1.476;253.28055;230.18734
0.04;49.2;-1.599;253.28055;230.18734
0.05;49.2;-1.845;253.28055;230.18734
0.04;49.323;-1.968;253.28948;230.16887
0.05;49.077;-1.476;253.27161;230.20582
0.05;48.954;-1.353;253.26267;230.2243
0.04;49.077;-1.476;253.27161;230.20582
0.05;49.077;-1.353;253.27161;230.20582
0.05;49.077;-1.476;253.27161;230.20582
0.04;49.2;-1.599;253.28055;230.18734
0.05;49.077;-1.476;253.27161;230.20582
0.04;49.077;-1.476;253.27161;230.20582
0.05;48.954;-1.722;253.26267;230.2243
0.05;48.954;-1.722;253.26267;230.2243
0.04;49.077;-1.722;253.27161;230.20582
0.05;49.2;-1.845;253.28055;230.18734
0.04;49.323;-1.722;253.28948;230.16887
0.05;49.323;-1.722;253.28948;230.16887
0.04;49.569;-2.214;253.30732;230.13196
0.05;49.2;-1.845;253.28055;230.18734
0.05;49.2;-1.599;253.28055;230.18734
0.04;49.323;-1.599;253.28948;230.16887
0.05;49.2;-1.353;253.28055;230.18734
0.05;49.2;-1.353;253.28055;230.18734
0.04;49.323;-1.476;253.28948;230.16887
0.05;49.2;-1.353;253.28055;230.18734
0.04;49.2;-1.476;253.28055;230.18734
0.05;49.077;-1.353;253.27161;230.20582
0.05;49.077;-1.23;253.27161;230.20582
0.04;49.2;-1.353;253.28055;230.18734
0.05;49.077;-1.23;253.27161;230.20582
0.05;49.077;-1.353;253.27161;230.20582
0.04;48.954;-1.23;253.26267;230.2243
0.05;48.954;-1.107;253.26267;230.2243
0.04;49.077;-1.23;253.27161;230.20582
0.05;49.2;-1.353;253.28055;230.18734
0.04;49.077;-1.107;253.27161;230.20582
0.05;49.077;-1.23;253.27161;230.20582
0.05;49.077;-1.107;253.27161;230.20582
0.04;49.077;-1.23;253.27161;230.20582
0.05;48.954;-1.107;253.26267;230.2243
0.04;49.077;-1.107;253.27161;230.20582
0.05;49.077;-0.984;253.27161;230.20582
0.05;49.077;-0.861;253.27161;230.20582
0.04;48.954;-0.738;253.26267;230.2243
0.05;49.077;-0.984;253.27161;230.20582
0.05;49.323;-1.23;253.28948;230.16887
0.04;49.569;-1.599;253.30732;230.13196
0.05;49.323;-1.23;253.28948;230.16887
0.04;49.2;-1.107;253.28055;230.18734
0.05;49.077;-0.984;253.27161;230.20582
0.05;49.077;-1.107;253.27161;230.20582
0.04;48.954;-0.984;253.26267;230.2243
0.05;48.954;-0.861;253.26267;230.2243
0.04;49.077;-0.861;253.27161;230.20582
0.05;49.2;-0.984;253.28055;230.18734
0.04;49.323;-0.861;253.28948;230.16887
0.05;49.569;-1.23;253.30732;230.13196
0.05;49.323;-0.984;253.28948;230.16887
0.04;49.2;-0.861;253.28055;230.18734
0.05;49.2;-0.861;253.28055;230.18734
0.05;49.077;-0.861;253.27161;230.20582
0.04;49.077;-0.492;253.27161;230.20582
0.05;49.077;-0.492;253.27161;230.20582
0.04;49.2;-0.861;253.28055;230.18734
0.05;49.2;-0.861;253.28055;230.18734
0.05;49.077;-0.492;253.27161;230.20582
0.04;49.077;-0.369;253.27161;230.20582
0.05;48.954;-0.615;253.26267;230.2243
0.04;48.831;-0.615;253.25372;230.24279
0.05;48.954;-0.738;253.26267;230.2243
0.04;49.077;-0.738;253.27161;230.20582
0.05;49.2;-0.861;253.28055;230.18734
0.05;49.323;-0.984;253.28948;230.16887
0.04;49.2;-0.615;253.28055;230.18734
0.05;49.2;-0.369;253.28055;230.18734
0.05;49.2;-0.492;253.28055;230.18734
0.04;49.2;-0.369;253.28055;230.18734
0.05;49.2;-0.492;253.28055;230.18734
0.04;49.2;-0.492;253.28055;230.18734
0.05;49.2;-0.369;253.28055;230.18734
0.05;49.2;-0.369;253.28055;230.18734
0.04;49.2;-0.246;253.28055;230.18734
0.05;49.2;-0.246;253.28055;230.18734
0.04;49.077;-0.123;253.27161;230.20582
0.05;49.077;-0.123;253.27161;230.20582
0.04;49.323;-0.123;253.28948;230.16887
0.05;49.2;0;253.28055;230.18734
0.05;49.2;0;253.28055;230.18734
0.04;49.077;0.123;253.27161;230.20582
0.05;49.077;0.369;253.27161;230.20582
0.05;49.2;0.123;253.28055;230.18734
0.04;49.323;0;253.28948;230.16887
0.05;49.569;-0.246;253.30732;230.13196
0.04;49.569;0.123;253.30732;230.13196
0.05;49.569;0;253.30732;230.13196
0.04;49.569;0.123;253.30732;230.13196
0.05;49.323;0.246;253.28948;230.16887
0.05;49.323;0.369;253.28948;230.16887
0.04;49.569;0;253.30732;230.13196
0.05;49.569;-0.246;253.30732;230.13196
0.04;49.2;0;253.28055;230.18734
0.05;49.2;0;253.28055;230.18734
0.05;49.077;0.123;253.27161;230.20582
0.04;48.954;0.246;253.26267;230.2243
0.05;49.2;0.123;253.28055;230.18734
0.05;49.2;0.492;253.28055;230.18734
0.04;49.569;0.369;253.30732;230.13196
0.04;49.323;0.615;253.28948;230.16887
0.05;49.569;0.615;253.30732;230.13196
0.05;49.815;0.369;253.32515;230.09509
0.04;49.938;0.738;253.33406;230.07666
0.05;50.184;0.738;253.35186;230.03984
0.05;50.307;0.861;253.36075;230.02144
0.04;50.43;1.107;253.36964;230.00305
0.05;50.676;0.984;253.38741;229.9663
0.04;50.799;1.107;253.39628;229.94794
0.05;51.291;0.984;253.43173;229.87457
0.05;51.414;1.23;253.44058;229.85625
0.04;51.66;1.23;253.45827;229.81963
0.05;51.783;1.476;253.46711;229.80133
0.05;52.275;1.599;253.50241;229.72824
0.04;52.275;1.722;253.50241;229.72824
0.05;54.366;1.722;253.65161;229.41911
0.04;53.751;1.968;253.60787;229.50978
0.05;53.751;1.968;253.60787;229.50978
0.05;53.997;1.845;253.62538;229.47349
0.04;53.997;1.845;253.62538;229.47349
0.05;53.997;1.968;253.62538;229.47349
0.04;54.12;1.968;253.63413;229.45535
0.05;54.489;1.968;253.66034;229.40101
0.04;54.735;1.845;253.6778;229.36482
0.05;54.858;2.091;253.68652;229.34674
0.05;55.104;2.214;253.70395;229.3106
0.04;55.473;2.214;253.73005;229.25646
0.05;55.719;2.583;253.74743;229.2204
0.05;56.088;2.583;253.77347;229.16639
0.04;56.211;2.829;253.78214;229.1484
0.05;56.58;2.706;253.80812;229.09449
0.04;56.826;2.829;253.82542;229.05859
0.05;57.072;2.952;253.8427;229.02272
0.05;57.441;2.952;253.86859;228.96899
0.04;57.687;3.075;253.88582;228.9332
0.05;57.933;3.075;253.90304;228.89746
0.05;58.179;3.321;253.92023;228.86174
0.04;58.425;3.444;253.93741;228.82606
0.05;58.548;3.69;253.94599;228.80823
0.04;59.163;3.444;253.98884;228.71922
0.05;59.409;3.69;254.00594;228.68368
0.05;59.655;3.936;254.02303;228.64817
0.04;59.778;3.936;254.03157;228.63042
0.05;59.901;4.182;254.0401;228.61269
0.05;60.393;4.059;254.07418;228.54183
0.04;60.639;4.182;254.0912;228.50645
0.04;61.008;4.305;254.11668;228.45345
0.05;61.131;4.551;254.12517;228.4358
0.05;61.623;4.551;254.15907;228.36528
0.04;61.869;4.92;254.17599;228.33006
0.05;61.992;4.92;254.18445;228.31247
0.05;62.238;5.166;254.20134;228.27731
0.04;62.484;5.289;254.21822;228.24218
0.05;62.73;5.535;254.23508;228.20709
0.04;62.976;5.781;254.25192;228.17203
0.05;63.345;5.781;254.27715;228.1195
0.05;63.591;5.904;254.29395;228.08452
0.04;63.96;5.904;254.31911;228.03212
0.05;64.206;6.027;254.33586;227.99723
0.05;64.575;5.904;254.36096;227.94495
0.04;64.821;6.027;254.37766;227.91013
0.05;64.821;6.519;254.37766;227.91013
0.04;65.067;6.642;254.39435;227.87536
0.05;65.313;6.888;254.41102;227.84061
0.05;65.436;7.134;254.41935;227.82325
0.04;65.682;7.257;254.43599;227.78855
0.05;66.051;7.503;254.46092;227.73657
0.05;66.42;7.503;254.48582;227.68466
0.04;66.666;7.749;254.50239;227.6501
0.05;66.789;7.872;254.51067;227.63283
0.04;67.158;8.118;254.53548;227.58107
0.05;67.527;8.487;254.56025;227.52938
0.04;67.773;8.487;254.57674;227.49497
0.05;68.142;8.364;254.60145;227.44341
0.05;68.511;8.487;254.62611;227.39192
0.04;68.757;8.61;254.64253;227.35763
0.05;69.003;8.487;254.65893;227.32338
0.04;69.126;8.733;254.66713;227.30627
0.05;69.126;9.225;254.66713;227.30627
0.05;69.495;9.102;254.69169;227.25497
0.04;69.741;9.348;254.70804;227.22082
0.05;69.987;9.471;254.72437;227.1867
0.05;70.356;9.348;254.74883;227.13558
0.04;70.602;9.471;254.76512;227.10154
0.05;70.848;9.717;254.78139;227.06753
0.04;70.971;9.84;254.78952;227.05054
0.05;71.217;10.209;254.80576;227.01658
0.05;71.463;10.578;254.82199;226.98265
0.04;71.832;10.578;254.84629;226.93183
0.05;72.078;10.578;254.86248;226.89798
0.05;72.324;10.824;254.87864;226.86417
0.04;72.447;11.07;254.88672;226.84727
0.05;72.816;11.193;254.91092;226.79664
0.04;73.062;11.439;254.92703;226.76293
0.05;73.308;11.685;254.94312;226.72924
0.05;73.677;11.685;254.96723;226.67878
0.04;74.046;11.685;254.9913;226.62839
0.05;74.292;11.808;255.00733;226.59483
0.04;74.415;11.931;255.01533;226.57807
0.05;74.538;12.177;255.02333;226.56131
0.04;74.784;12.546;255.03932;226.52782
0.05;75.03;12.546;255.0553;226.49436
0.05;75.276;12.792;255.07125;226.46094
0.04;75.399;13.161;255.07922;226.44424
0.05;75.768;13.161;255.10311;226.39418
0.05;76.014;13.284;255.11901;226.36085
0.04;76.26;13.407;255.1349;226.32756
0.05;76.383;13.776;255.14283;226.31092
0.04;76.752;13.899;255.16661;226.26106
0.05;76.998;13.899;255.18245;226.22786
0.05;77.244;14.145;255.19826;226.19469
0.04;77.49;14.637;255.21406;226.16155
0.05;77.613;14.883;255.22195;226.145
0.05;78.105;14.883;255.25348;226.07885
0.04;78.351;15.252;255.26922;226.04582
0.05;78.597;15.252;255.28494;226.01283
0.04;78.966;15.252;255.30849;225.9634
0.05;79.212;15.498;255.32417;225.93048
0.05;79.458;15.744;255.33983;225.8976
0.04;79.827;15.744;255.36329;225.84834
0.05;79.95;16.113;255.3711;225.83193
0.05;80.196;16.113;255.38671;225.79915
0.04;80.319;16.236;255.39451;225.78276
0.05;80.442;16.605;255.4023;225.76639
0.04;80.688;16.728;255.41788;225.73367
0.05;81.057;16.974;255.44121;225.68464
0.05;81.426;16.974;255.4645;225.63568
0.04;81.672;17.466;255.48001;225.60308
0.05;82.041;17.589;255.50324;225.55425
0.05;82.287;17.712;255.5187;225.52173
0.04;82.41;17.958;255.52643;225.50548
0.05;82.656;18.204;255.54187;225.47301
0.04;82.779;18.204;255.54958;225.45678
0.05;83.148;18.45;255.5727;225.40816
0.05;83.271;18.45;255.58039;225.39197
0.04;83.394;18.942;255.58808;225.37578
0.05;83.763;18.942;255.61113;225.32727
0.05;84.009;19.065;255.62648;225.29497
0.04;84.255;19.434;255.64181;225.26271
0.05;84.378;19.803;255.64947;225.24658
0.04;84.747;20.172;255.67242;225.19826
0.05;85.116;20.172;255.69533;225.15001
0.05;85.485;20.172;255.7182;225.10183
0.04;85.608;20.541;255.72582;225.08579
0.05;85.854;20.541;255.74104;225.05373
0.05;86.1;20.787;255.75624;225.02169
0.04;86.223;20.91;255.76383;225.00569
0.05;86.346;21.279;255.77142;224.98969
0.04;86.838;21.033;255.80175;224.92578
0.05;86.961;21.402;255.80932;224.90982
0.05;87.33;21.648;255.832;224.86199
0.04;87.699;21.525;255.85465;224.81423
0.05;87.822;21.894;255.86219;224.79832
0.05;88.191;21.894;255.88479;224.75066
0.04;88.314;22.14;255.89231;224.73478
0.05;88.56;22.386;255.90734;224.70306
0.04;88.806;22.632;255.92236;224.67136
0.05;89.052;22.878;255.93737;224.6397
0.05;89.298;23.001;255.95235;224.60807
0.04;89.421;23.247;255.95984;224.59227
0.05;89.667;23.37;255.9748;224.56068
0.05;89.913;23.739;255.98974;224.52913
0.04;90.036;24.108;255.99721;224.51336
0.05;90.405;24.231;256.01958;224.46611
0.04;90.651;24.6;256.03447;224.43465
0.05;91.02;24.6;256.05679;224.38751
0.05;91.266;24.846;256.07164;224.35612
0.04;91.512;24.969;256.08647;224.32477
0.05;91.758;25.092;256.10129;224.29345
0.05;92.004;25.338;256.1161;224.26215
0.04;92.25;25.461;256.13089;224.23089
0.05;92.619;25.584;256.15304;224.18405
0.04;92.865;25.953;256.16778;224.15286
0.05;92.988;26.076;256.17515;224.13728
0.05;93.111;26.445;256.18251;224.12171
0.04;93.48;26.568;256.20457;224.07503
0.05;93.726;26.814;256.21926;224.04395
0.05;93.972;27.06;256.23394;224.0129
0.04;94.218;27.306;256.24859;223.98188
0.05;94.464;27.429;256.26323;223.95089
0.04;94.71;27.552;256.27785;223.91993
0.05;94.956;27.798;256.29246;223.889
0.05;95.079;28.044;256.29976;223.87355
0.04;95.325;28.29;256.31434;223.84266
0.05;95.694;28.29;256.33619;223.79639
0.05;95.94;28.536;256.35073;223.76559
0.05;96.309;28.659;256.37251;223.71943
0.04;96.678;28.659;256.39426;223.67334
0.05;96.678;28.905;256.39426;223.67334
0.04;96.924;29.151;256.40873;223.64266
0.05;97.293;29.274;256.43042;223.59668
0.05;97.416;29.643;256.43764;223.58137
0.04;97.662;29.766;256.45207;223.55077
0.05;97.785;30.012;256.45928;223.53549
0.05;98.154;30.135;256.48088;223.48967
0.04;98.4;30.381;256.49526;223.45916
0.05;98.769;30.627;256.5168;223.41346
0.04;98.892;30.75;256.52397;223.39824
0.05;99.261;30.873;256.54546;223.35262
0.05;99.63;30.75;256.56692;223.30707
0.04;99.876;30.873;256.5812;223.27675
0.05;99.999;31.119;256.58834;223.26159
0.05;100.122;31.365;256.59547;223.24645
0.04;100.614;31.242;256.62396;223.18594
0.05;100.737;31.488;256.63107;223.17083
0.04;100.983;31.734;256.64528;223.14064
0.05;100.983;31.98;256.64528;223.14064
0.05;101.229;32.103;256.65948;223.11047
0.05;101.598;32.226;256.68074;223.06528
0.04;101.721;32.595;256.68782;223.05024
0.05;102.213;32.595;256.7161;222.99011
0.05;102.336;32.841;256.72316;222.9751
0.04;102.582;33.087;256.73727;222.9451
0.05;102.828;33.333;256.75136;222.91513
0.05;103.197;33.579;256.77247;222.87023
0.04;103.689;33.579;256.80056;222.81046
0.05;103.935;33.825;256.81458;222.78062
0.04;104.058;34.071;256.82159;222.76571
0.05;104.304;34.071;256.83558;222.73592
0.05;104.55;34.071;256.84957;222.70615
0.04;104.673;34.317;256.85655;222.69128
0.05;104.796;34.563;256.86353;222.67642
0.04;105.042;34.809;256.87748;222.64671
0.05;105.165;35.055;256.88445;222.63187
0.05;105.411;35.424;256.89838;222.6022
0.04;105.78;35.301;256.91924;222.55776
0.05;106.026;35.67;256.93313;222.52817
0.05;106.272;36.039;256.947;222.49861
0.04;106.518;36.285;256.96086;222.46908
0.05;106.887;36.408;256.98161;222.42484
0.04;107.133;36.654;256.99543;222.39538
0.05;107.379;36.777;257.00923;222.36595
0.05;107.748;37.023;257.0299;222.32186
0.05;107.871;37.269;257.03679;222.30718
0.04;108.117;37.269;257.05054;222.27784
0.05;108.363;37.638;257.06428;222.24853
0.05;108.486;38.007;257.07114;222.23388
0.04;108.855;38.13;257.09171;222.18999
0.05;109.101;38.376;257.1054;222.16076
0.04;109.347;38.499;257.11908;222.13157
0.05;109.716;38.499;257.13957;222.08782
0.05;109.962;38.745;257.15321;222.0587
0.04;109.962;39.237;257.15321;222.0587
0.05;110.208;39.483;257.16683;222.0296
0.05;110.7;39.483;257.19403;221.9715
0.04;111.069;39.606;257.21439;221.92799
0.05;111.069;39.852;257.21439;221.92799
0.05;111.315;40.098;257.22794;221.89903
0.04;111.438;40.467;257.23471;221.88456
0.05;111.807;40.59;257.255;221.84118
0.04;112.053;40.836;257.26851;221.8123
0.05;112.299;40.959;257.282;221.78345
0.05;112.545;41.451;257.29548;221.75463
0.05;112.668;41.697;257.30221;221.74023
0.04;113.037;41.82;257.32239;221.69707
0.05;113.283;42.066;257.33582;221.66833
0.05;113.652;42.312;257.35594;221.62528
0.04;113.898;42.558;257.36933;221.59661
0.05;114.021;42.681;257.37602;221.58229
0.04;114.267;42.927;257.38939;221.55367
0.05;114.513;43.173;257.40275;221.52507
0.05;114.759;43.419;257.41609;221.49651
0.04;115.128;43.419;257.43607;221.45371
0.05;115.374;43.542;257.44937;221.42522
0.05;115.497;43.911;257.45601;221.41098
0.04;115.743;44.157;257.46929;221.38253
0.05;115.989;44.28;257.48256;221.3541
0.04;116.235;44.649;257.49581;221.32571
0.05;116.481;44.772;257.50904;221.29734
0.05;116.727;45.018;257.52226;221.269
0.05;117.219;45.018;257.54865;221.2124
0.04;117.342;45.264;257.55524;221.19827
0.05;117.711;45.51;257.57498;221.15592
0.05;117.957;45.51;257.58813;221.12772
0.04;118.08;45.879;257.59469;221.11364
0.05;118.203;46.125;257.60125;221.09955
0.04;118.449;46.248;257.61437;221.07141
0.05;118.818;46.248;257.63401;221.02925
0.05;118.941;46.74;257.64055;221.01521
0.04;119.31;46.74;257.66015;220.97313
0.05;119.556;46.863;257.67319;220.94512
0.05;119.556;47.232;257.67319;220.94512
0.04;119.925;47.232;257.69273;220.90315
0.05;120.171;47.355;257.70574;220.8752
0.04;120.417;47.724;257.71874;220.84728
0.05;120.663;47.847;257.73171;220.81939
0.05;121.032;47.97;257.75116;220.77761
0.04;121.278;48.216;257.7641;220.74978
0.05;121.401;48.585;257.77056;220.73588
0.05;121.77;48.585;257.78994;220.69423
0.05;122.016;48.954;257.80283;220.66649
0.04;122.385;48.954;257.82215;220.62493
0.05;122.508;49.2;257.82859;220.6111
0.04;122.631;49.446;257.83501;220.59727
0.05;123;49.569;257.85428;220.55581
0.05;123.246;49.815;257.8671;220.52821
0.04;123.492;50.061;257.87991;220.50064
0.05;123.738;49.938;257.8927;220.4731
0.05;123.861;50.43;257.8991;220.45934
0.04;124.23;50.43;257.91825;220.41809
0.05;124.599;50.43;257.93737;220.37691
0.05;124.722;50.799;257.94374;220.3632
0.04;124.968;50.922;257.95646;220.33579
0.05;125.091;51.045;257.96281;220.3221
0.05;125.214;51.537;257.96916;220.30841
0.04;125.583;51.66;257.9882;220.2674
0.05;125.829;52.152;258.00087;220.24008
0.05;126.198;52.275;258.01984;220.19917
0.04;126.69;52.152;258.0451;220.14471
0.05;126.936;52.275;258.0577;220.11753
0.05;127.059;52.521;258.064;220.10394
0.04;127.428;52.521;258.08287;220.06323
0.05;127.674;52.767;258.09543;220.03613
0.05;127.797;53.013;258.1017;220.02258
0.04;128.043;53.259;258.11424;219.99552
0.05;128.043;53.628;258.11424;219.99552
0.05;128.289;53.874;258.12677;219.96848
0.05;128.535;54.12;258.13928;219.94147
0.04;128.781;54.366;258.15177;219.91449
0.05;129.027;54.489;258.16425;219.88753
0.04;129.396;54.612;258.18295;219.84715
0.05;129.642;54.858;258.1954;219.82026
0.05;130.011;55.104;258.21404;219.77998
0.04;130.134;55.35;258.22024;219.76656
0.05;130.503;55.473;258.23884;219.72636
0.05;130.749;55.842;258.25122;219.69959
0.05;130.995;55.842;258.26359;219.67285
0.04;131.241;56.088;258.27594;219.64614
0.05;131.487;56.211;258.28828;219.61945
0.04;131.733;56.334;258.30061;219.59279
0.05;131.979;56.457;258.31292;219.56616
0.05;132.225;56.58;258.32521;219.53955
0.05;132.348;56.703;258.33136;219.52626
0.04;132.594;56.826;258.34363;219.49969
0.05;132.84;57.072;258.35589;219.47315
0.05;133.209;57.195;258.37425;219.43339
0.04;133.332;57.441;258.38037;219.42015
0.05;133.578;57.564;258.39259;219.39369
0.04;133.947;57.564;258.41089;219.35406
0.05;134.193;57.564;258.42307;219.32766
0.05;134.439;57.81;258.43524;219.3013
0.05;134.808;57.933;258.45346;219.2618
0.04;134.931;58.056;258.45953;219.24864
0.05;135.054;58.425;258.4656;219.2355
0.05;135.423;58.425;258.48377;219.1961
0.04;135.792;58.671;258.50191;219.15676
0.05;136.038;58.794;258.51399;219.13056
0.05;136.284;59.04;258.52605;219.10439
0.05;136.407;59.409;258.53208;219.09132
0.04;136.899;59.286;258.55615;219.03909
0.05;137.145;59.409;258.56816;219.01302
0.04;137.268;59.655;258.57417;218.99999
0.05;137.391;60.024;258.58016;218.98697
0.05;137.514;60.147;258.58616;218.97395
0.05;137.76;60.393;258.59814;218.94794
0.04;138.006;60.762;258.6101;218.92196
0.05;138.375;60.639;258.62803;218.88303
0.05;138.744;60.885;258.64592;218.84417
0.04;138.99;61.131;258.65783;218.81829
0.05;139.236;61.377;258.66972;218.79243
0.04;139.605;61.254;258.68754;218.75371
0.05;139.728;61.623;258.69347;218.74081
0.05;140.097;61.623;258.71125;218.70216
0.05;140.22;61.869;258.71717;218.68929
0.04;140.466;61.869;258.729;218.66356
0.05;140.835;61.746;258.74671;218.62503
0.05;141.081;61.869;258.75851;218.59937
0.04;141.081;62.238;258.75851;218.59937
0.05;141.45;62.361;258.77617;218.56094
0.05;141.696;62.361;258.78793;218.53534
0.04;141.819;62.607;258.7938;218.52256
0.05;142.065;62.73;258.80554;218.497
0.05;142.311;62.73;258.81727;218.47148
0.04;142.434;63.099;258.82312;218.45872
0.05;142.68;63.099;258.83483;218.43323
0.05;143.049;63.345;258.85236;218.39505
0.05;143.295;63.591;258.86403;218.36962
0.04;143.541;63.837;258.87568;218.34422
0.05;143.91;63.96;258.89314;218.30617
0.04;144.156;64.083;258.90477;218.28084
0.05;144.402;64.206;258.91637;218.25553
0.05;144.771;64.452;258.93376;218.21762
0.04;145.017;64.575;258.94534;218.19237
0.05;145.263;64.575;258.9569;218.16715
0.05;145.509;64.698;258.96845;218.14196
0.05;145.632;64.821;258.97422;218.12937
0.04;145.878;65.067;258.98574;218.10421
0.05;146.124;65.067;258.99726;218.07908
0.04;146.37;65.067;259.00876;218.05398
0.05;146.493;65.436;259.01451;218.04144
0.05;146.862;65.559;259.03172;218.00385
0.05;147.108;65.559;259.04318;217.97882
0.04;147.354;65.928;259.05463;217.95382
0.05;147.6;66.051;259.06606;217.92884
0.05;147.846;66.174;259.07749;217.90389
0.04;148.092;66.297;259.08889;217.87896
0.05;148.338;66.543;259.10029;217.85406
0.04;148.461;66.789;259.10598;217.84162
0.05;148.707;67.035;259.11735;217.81675
0.05;149.199;67.035;259.14006;217.7671
0.05;149.568;67.158;259.15706;217.72993
0.04;149.691;67.527;259.16272;217.71755
